subject,predicate,object,comment_count,sum_W_i,sum_like_count,strength,mean_burst_risk
大家,研读,一番,1,0.6631908371195069,0.0,0.0,0.3368091628804931
它,给力,程度,1,0.6631908371195069,0.0,0.0,0.3368091628804931
新方向,建基,AI理论,1,0.6631908371195069,0.0,0.0,0.3368091628804931
理论,重构,智能本质,1,0.6631908371195069,0.0,0.0,0.3368091628804931
理论,颠覆,认知,1,0.6631908371195069,0.0,0.0,0.3368091628804931
科技,发达,（形容词谓语）,1,0.6631908371195069,0.0,0.0,0.3368091628804931
一人公司,是,个体户,1,0.6631871056549183,0.0,0.0,0.33681289434508166
一人公司,是,泡沫,1,0.6631871056549183,0.0,0.0,0.33681289434508166
政府,会征税,AI,1,0.6631871056549183,0.0,0.0,0.33681289434508166
政府,征税,工业机器人,1,0.6631871056549183,0.0,0.0,0.33681289434508166
消费,变成,稀缺,1,0.6631871056549183,0.0,0.0,0.33681289434508166
生产,稀缺,生产,1,0.6631871056549183,0.0,0.0,0.33681289434508166
老板,掩盖,管理不善,1,0.6631871056549183,0.0,0.0,0.33681289434508166
老板,替代,员工,1,0.6631871056549183,0.0,0.0,0.33681289434508166
老板,裁,员工,1,0.6631871056549183,0.0,0.0,0.33681289434508166
老板,转嫁,成本,1,0.6631871056549183,0.0,0.0,0.33681289434508166
AI,取代,有些岗位,1,0.6630438492975841,0.0,0.0,0.3369561507024159
AI,取代不了,人,1,0.6630438492975841,0.0,0.0,0.3369561507024159
AI,是,人类发明的,1,0.6630438492975841,0.0,0.0,0.3369561507024159
AI,是,笨笨的,1,0.6630438492975841,0.0,0.0,0.3369561507024159
ai,取代不了,人类,1,0.6630438492975841,0.0,0.0,0.3369561507024159
盲目装龙虾的,后悔,了,1,0.662683982464257,0.0,0.0,0.33731601753574303
评论者,会玩,该事物,1,0.662683982464257,0.0,0.0,0.33731601753574303
评论者,变成给打工,龙虾,1,0.662683982464257,0.0,0.0,0.33731601753574303
评论者,确保,万无一失,1,0.662683982464257,0.0,0.0,0.33731601753574303
评论者,要谨慎,态度,1,0.662683982464257,0.0,0.0,0.33731601753574303
半导体人工智能,是,世界华人内卷,1,0.6622777271806533,0.0,0.0,0.33772227281934675
评论者,不太懂,技术方面,1,0.6622777271806533,0.0,0.0,0.33772227281934675
项老师,回,京,1,0.6622777271806533,0.0,0.0,0.33772227281934675
项老师,结束,广东行程,1,0.6622777271806533,0.0,0.0,0.33772227281934675
黄仁勋,维护,股价,1,0.6622777271806533,0.0,0.0,0.33772227281934675
黄皮衣,是,商业奇才,1,0.6622777271806533,0.0,0.0,0.33772227281934675
官方,出,系统课,1,0.6621965302543867,0.0,0.0,0.33780346974561326
系统课,含,金量,1,0.6621965302543867,0.0,0.0,0.33780346974561326
评论者,拿,证书,1,0.6621965302543867,0.0,0.0,0.33780346974561326
评论者,学,一波,1,0.6621965302543862,0.0,0.0,0.3378034697456138
这个博主,值得,关注,1,0.6621965302543862,0.0,0.0,0.3378034697456138
OpenClaw,上手,复杂,1,0.661929350922295,0.0,0.0,0.338070649077705
OpenClaw,使用,不易,1,0.661929350922295,0.0,0.0,0.338070649077705
专业人,来用,这种高科技,1,0.661929350922295,0.0,0.0,0.338070649077705
国产极空间,更香,其他产品,1,0.661929350922295,0.0,0.0,0.338070649077705
评论者,想刷,视频,1,0.661929350922295,0.0,0.0,0.338070649077705
该工具,入门,难,1,0.661929350922295,0.0,0.0,0.338070649077705
该工具,火得,快,1,0.661929350922295,0.0,0.0,0.338070649077705
该工具,压缩,一个月的工作到两小时,1,0.6618941369971458,0.0,0.0,0.33810586300285417
该工具,提升,效率,1,0.6618941369971458,0.0,0.0,0.33810586300285417
该工具,重构,工作模式,1,0.6618941369971458,0.0,0.0,0.33810586300285417
这公司,算,一线,1,0.6617168455104903,0.0,0.0,0.33828315448950974
这公司,闷声赚钱,利润,1,0.6617168455104903,0.0,0.0,0.33828315448950974
评论者,把切断了,自己收入来源,1,0.6617168455104901,0.0,0.0,0.33828315448950985
那,只能说是,无独有偶,1,0.6617168455104901,0.0,0.0,0.33828315448950985
内容,好看,（无宾语）,1,0.6616511459545227,0.0,0.0,0.3383488540454773
博主,是,我喜欢的,1,0.6616511459545227,0.0,0.0,0.3383488540454773
洞见,十足,（无宾语）,1,0.6616511459545227,0.0,0.0,0.3383488540454773
男二,演绎,眼神戏,1,0.6616511459545227,0.0,0.0,0.3383488540454773
视角,新奇,（无宾语）,1,0.6616511459545227,0.0,0.0,0.3383488540454773
评论者,看,博主,1,0.6616511459545227,0.0,0.0,0.3383488540454773
AI,推动,全新时代,1,0.6614003747440564,0.0,0.0,0.33859962525594356
Ai,放大,可能,1,0.6614003747440564,0.0,0.0,0.33859962525594356
它,推着,我,1,0.6614003747440564,0.0,0.0,0.33859962525594356
它,激活,创造力与生产力,1,0.6614003747440564,0.0,0.0,0.33859962525594356
它,让偷懒,人,1,0.6614003747440564,0.0,0.0,0.33859962525594356
我,干,活,1,0.6614003747440564,0.0,0.0,0.33859962525594356
我,搞定,独立站一站式运营,1,0.6614003747440564,0.0,0.0,0.33859962525594356
我们这类人,学,东西,1,0.6614003747440564,0.0,0.0,0.33859962525594356
评论者,离不开,ai,1,0.6614003747440564,0.0,0.0,0.33859962525594356
Realdoc,实现,精准编辑,1,0.6612704210626491,0.0,0.0,0.3387295789373509
企业级防护,打通,生态场景,1,0.6612704210626491,0.0,0.0,0.3387295789373509
技术,赋能,人本生产,1,0.6612704210626491,0.0,0.0,0.3387295789373509
该工具,加速,普惠应用,1,0.6612704210626491,0.0,0.0,0.3387295789373509
该工具,终结,成本焦虑,1,0.6612704210626491,0.0,0.0,0.3387295789373509
这,解决,问题,1,0.6612704210626491,0.0,0.0,0.3387295789373509
阿里,有,新策略,1,0.6612704210626491,0.0,0.0,0.3387295789373509
厉害的人,用,AI,1,0.6611278088175885,0.0,0.0,0.3388721911824115
土土,急,人所急,1,0.6611278088175885,0.0,0.0,0.3388721911824115
土土,想,人所想,1,0.6611278088175885,0.0,0.0,0.3388721911824115
淡定父亲,提到,龙虾,1,0.6611278088175885,0.0,0.0,0.3388721911824115
科技信息发展,是,很轰炸的,1,0.6611278088175885,0.0,0.0,0.3388721911824115
评论者,上了,一课,1,0.6611278088175885,0.0,0.0,0.3388721911824115
评论者,听说,龙虾,1,0.6611278088175885,0.0,0.0,0.3388721911824115
评论者,听过,龙虾,1,0.6611278088175885,0.0,0.0,0.3388721911824115
评论者,放心,了,1,0.6611278088175885,0.0,0.0,0.3388721911824115
ai,比,我,1,0.6608457400347643,0.0,0.0,0.33915425996523574
你同事,想,这,1,0.6608457400347643,0.0,0.0,0.33915425996523574
同事,觉得,你,1,0.6608457400347643,0.0,0.0,0.33915425996523574
评论者,有,这个权力,1,0.6608457400347643,0.0,0.0,0.33915425996523574
评论者,服侍,你,1,0.6608457400347643,0.0,0.0,0.33915425996523574
评论者,辞退,他们,1,0.6608457400347643,0.0,0.0,0.33915425996523574
评论者,ai,平台的高管制片,1,0.6604561904711393,0.0,0.0,0.33954380952886065
评论者,不用担心,皮套太丑,1,0.6604561904711393,0.0,0.0,0.33954380952886065
人,革,智能的命,1,0.65962841150492,0.0,0.0,0.34037158849508
小龙虾,是,各大企业押注的热点,1,0.65962841150492,0.0,0.0,0.34037158849508
老黄,整合了,龙虾类玩意儿,1,0.65962841150492,0.0,0.0,0.34037158849508
评论者,不知道,小龙虾是不是未来,1,0.65962841150492,0.0,0.0,0.34037158849508
评论者,理解,科幻片为啥都是冷兵器,1,0.65962841150492,0.0,0.0,0.34037158849508
阿里,是,不愧,1,0.65962841150492,0.0,0.0,0.34037158849508
你,设置,apikey,1,0.6594904152389102,0.0,0.0,0.34050958476108983
用户,出钱,费用,1,0.6594904152389102,0.0,0.0,0.34050958476108983
该工具,有用,无,1,0.6594904152389102,0.0,0.0,0.34050958476108983
你,当作,实际情况,1,0.6594904152389095,0.0,0.0,0.3405095847610905
你,看,新闻,1,0.6594904152389095,0.0,0.0,0.3405095847610905
你,赚,钱,1,0.6594904152389095,0.0,0.0,0.3405095847610905
做AI漫剧,赚钱,钱,1,0.6594904152389095,0.0,0.0,0.3405095847610905
它,部署,手机上,1,0.6594904152389095,0.0,0.0,0.3405095847610905
我,做起来,微博,1,0.6594904152389095,0.0,0.0,0.3405095847610905
我,有,在AI领域的积累,1,0.6594904152389095,0.0,0.0,0.3405095847610905
我,有,微博,1,0.6594904152389095,0.0,0.0,0.3405095847610905
挺多人,有,这技能,1,0.6594904152389095,0.0,0.0,0.3405095847610905
牛总,洞悉,赚钱的底层逻辑,1,0.6594904152389095,0.0,0.0,0.3405095847610905
牛总,洞悉,通用套路,1,0.6594904152389095,0.0,0.0,0.3405095847610905
牛总,赚,钱,1,0.6594904152389095,0.0,0.0,0.3405095847610905
Seedance2.0的突破,让看到,国产AI在全球赛道的竞争力,1,0.6587889385751232,0.0,0.0,0.3412110614248768
国产AI,展现出,独特的优势,1,0.6587889385751232,0.0,0.0,0.3412110614248768
评论者,感谢,对方,1,0.6587889385751232,0.0,0.0,0.3412110614248768
评论者,记住,ai bot,1,0.6587889385751232,0.0,0.0,0.3412110614248768
评论者,试,ai bot,1,0.6587889385751232,0.0,0.0,0.3412110614248768
评论者,认为,很厉害,1,0.658788938575123,0.0,0.0,0.341211061424877
youtube视频数据,多,程度,1,0.6587889385751229,0.0,0.0,0.3412110614248771
演员,失业,工作,1,0.6587889385751229,0.0,0.0,0.3412110614248771
算力,是,基础,1,0.6587889385751229,0.0,0.0,0.3412110614248771
评论者,追,算力,1,0.6587889385751229,0.0,0.0,0.3412110614248771
评论者,签,到,1,0.6576712783394896,0.0,0.0,0.3423287216605104
AI养龙虾,带火了,上门安装龙虾的生意,1,0.6571847320339425,0.0,0.0,0.34281526796605755
AI养龙虾,成为,全网热点,1,0.6571847320339425,0.0,0.0,0.34281526796605755
人,要求,退款,1,0.6571847320339425,0.0,0.0,0.34281526796605755
很多人,发现,用不上,1,0.6571847320339425,0.0,0.0,0.34281526796605755
很多人,担心,数据安全,1,0.6571847320339425,0.0,0.0,0.34281526796605755
很多人,玩不转,龙虾,1,0.6571847320339425,0.0,0.0,0.34281526796605755
热潮,出现,反转,1,0.6571847320339425,0.0,0.0,0.34281526796605755
用户,卸载,龙虾,1,0.6571847320339425,0.0,0.0,0.34281526796605755
用户,发,朋友圈,1,0.6571847320339425,0.0,0.0,0.34281526796605755
用户,跟风装,龙虾,1,0.6571847320339425,0.0,0.0,0.34281526796605755
网上,都是,部署攻略,1,0.6571847320339425,0.0,0.0,0.34281526796605755
评论者,跟风,什么,1,0.6571847320339425,0.0,0.0,0.34281526796605755
郝依帆,兼职装,龙虾,1,0.6571847320339425,0.0,0.0,0.34281526796605755
郝依帆,工作,车灯企业,1,0.6571847320339425,0.0,0.0,0.34281526796605755
郝依帆,赚,3000多元,1,0.6571847320339425,0.0,0.0,0.34281526796605755
都,不知道,养龙虾的成本有多高,1,0.6571847320339425,0.0,0.0,0.34281526796605755
龙虾,找失败,身份证,1,0.6571847320339425,0.0,0.0,0.34281526796605755
AI,会影响,判断力,1,0.65712568247289,0.0,0.0,0.34287431752710995
AI,弊大于,利,1,0.65712568247289,0.0,0.0,0.34287431752710995
利用AI诈骗,有,可能性,1,0.65712568247289,0.0,0.0,0.34287431752710995
受害人,会有,很多,1,0.65712568247289,0.0,0.0,0.34287431752710995
普通人,焦虑,一日三餐,1,0.65712568247289,0.0,0.0,0.34287431752710995
评论者,认为,ai有让人类机械飞升的潜力,1,0.65712568247289,0.0,0.0,0.34287431752710995
短剧演员,是,真人,1,0.6569468422372057,0.0,0.0,0.3430531577627943
评论者,吃掉,对象,1,0.6569468422372057,0.0,0.0,0.3430531577627943
评论者,杀了,对象,1,0.6569468422372057,0.0,0.0,0.3430531577627943
他们,要发声,（无宾语）,1,0.6569178885773962,0.0,0.0,0.3430821114226038
这,是,他们吃饭的家伙,1,0.6569178885773962,0.0,0.0,0.3430821114226038
评论者,用AI求证,理论性东西,1,0.6561778290445364,0.0,0.0,0.34382217095546364
评论者,用AI进行,观点性论证,1,0.6561778290445364,0.0,0.0,0.34382217095546364
xAI,优化,团队,1,0.6555978749556604,0.0,0.0,0.34440212504433965
xAI,保,核心,1,0.6555978749556604,0.0,0.0,0.34440212504433965
xAI,保,精干,1,0.6555978749556604,0.0,0.0,0.34440212504433965
xAI,扩张,业务,1,0.6555978749556604,0.0,0.0,0.34440212504433965
xAI,求,突破,1,0.6555978749556604,0.0,0.0,0.34440212504433965
xAI,精简,团队,1,0.6555978749556604,0.0,0.0,0.34440212504433965
xAI,补,编程短板,1,0.6555978749556604,0.0,0.0,0.34440212504433965
xAI,裁,支持岗,1,0.6555978749556604,0.0,0.0,0.34440212504433965
很多人,下岗,工作,1,0.6555978749556604,0.0,0.0,0.34440212504433965
竞争压力,太大,程度,1,0.6555978749556604,0.0,0.0,0.34440212504433965
裁员,伤,士气,1,0.6555978749556604,0.0,0.0,0.34440212504433965
评论者,关注,后续情况,1,0.6555978749556604,0.0,0.0,0.34440212504433965
这,是,马斯克一贯做事的风格,1,0.6555978749556604,0.0,0.0,0.34440212504433965
他,会赢,比赛,1,0.6555972220891568,0.0,0.0,0.34440277791084317
我们,身处,最好的时代,1,0.6555972220891568,0.0,0.0,0.34440277791084317
我们,身处,最混乱的时代,1,0.6555972220891568,0.0,0.0,0.34440277791084317
数额,令人震惊,人,1,0.6555972220891568,0.0,0.0,0.34440277791084317
Claude,会加速,焦虑,1,0.6554162529773485,0.0,0.0,0.3445837470226515
被替代的时间点,会提前,太多,1,0.6554162529773485,0.0,0.0,0.3445837470226515
评论者,整焦虑,自己,1,0.6554162529773485,0.0,0.0,0.3445837470226515
评论者,花,钱,1,0.6554162529773485,0.0,0.0,0.3445837470226515
评论者,试试,Claude,1,0.6554162529773485,0.0,0.0,0.3445837470226515
咖啡因,提神,人,1,0.6554162529773481,0.0,0.0,0.34458374702265193
算法,提神,人,1,0.6554162529773481,0.0,0.0,0.34458374702265193
技术发展,日新月异,变化快,1,0.6549784773333408,0.0,0.0,0.3450215226666592
时代,变了,状态,1,0.6548337284907865,0.0,0.0,0.34516627150921353
时代,在变,状态,1,0.6548337284907865,0.0,0.0,0.34516627150921353
这公司,是,损,1,0.6548337284907865,0.0,0.0,0.34516627150921353
一般人,感受,深,1,0.6543959472581059,0.0,0.0,0.3456040527418941
大佬,搞,大事,1,0.6543959472581059,0.0,0.0,0.3456040527418941
大佬,有,实力,1,0.6543959472581059,0.0,0.0,0.3456040527418941
大家,缺乏,了解的途径,1,0.6543959472581059,0.0,0.0,0.3456040527418941
它,相符,大家平时的感受,1,0.6543959472581059,0.0,0.0,0.3456040527418941
它们,预示着,中国崛起的趋势,1,0.6543959472581059,0.0,0.0,0.3456040527418941
它们,预示着,中国科技发展的趋势,1,0.6543959472581059,0.0,0.0,0.3456040527418941
普通民众,了解,前沿技术,1,0.6543959472581059,0.0,0.0,0.3456040527418941
核聚变发电,需要,几代人持续发力,1,0.6543959472581059,0.0,0.0,0.3456040527418941
钍基熔盐堆,成熟,50年之内,1,0.6543959472581059,0.0,0.0,0.3456040527418941
AI的话,值得,全信,1,0.6538097510685416,0.0,0.0,0.34619024893145844
七七,命苦,处境,1,0.6538097510685416,0.0,0.0,0.34619024893145844
七七,命苦,生活,1,0.6538097510685416,0.0,0.0,0.34619024893145844
评论者,感到,无力,1,0.6538097510685416,0.0,0.0,0.34619024893145844
评论者,看到,拿AI的话当证据,1,0.6538097510685416,0.0,0.0,0.34619024893145844
该对象,命苦,生活,1,0.6538097510685416,0.0,0.0,0.34619024893145844
他,撑了,太久,1,0.6532432789670454,0.0,0.0,0.34675672103295463
她,难,程度,1,0.6532432789670454,0.0,0.0,0.34675672103295463
它,容易,程度,1,0.6532432789670454,0.0,0.0,0.34675672103295463
评论者,崩溃,程度,1,0.6532432789670454,0.0,0.0,0.34675672103295463
评论者,希望,他早点走出来,1,0.6532432789670454,0.0,0.0,0.34675672103295463
这个项目,帮省,时间,1,0.6529193591741335,0.0,0.0,0.34708064082586654
这个项目,搞定,查文献到写论文,1,0.6529193591741335,0.0,0.0,0.34708064082586654
这个项目,自动化,科研流程,1,0.6529193591741335,0.0,0.0,0.34708064082586654
AI寒门,是,伪命题,1,0.6517118953512306,0.0,0.0,0.34828810464876936
AI的门槛,降低,程度,1,0.6517118953512306,0.0,0.0,0.34828810464876936
AI龙虾,火,市场,1,0.6517118953512306,0.0,0.0,0.34828810464876936
一句话,刷屏,网上,1,0.6517118953512306,0.0,0.0,0.34828810464876936
制造恐慌的人,让,你掏钱,1,0.6517118953512306,0.0,0.0,0.34828810464876936
国务院,印发,意见,1,0.6517118953512306,0.0,0.0,0.34828810464876936
多个城市,开设,人工智能通识课,1,0.6517118953512306,0.0,0.0,0.34828810464876936
套路,抛,骇人结论,1,0.6517118953512306,0.0,0.0,0.34828810464876936
套路,指向,付费课程,1,0.6517118953512306,0.0,0.0,0.34828810464876936
套路,渲染,焦虑,1,0.6517118953512306,0.0,0.0,0.34828810464876936
意见,提出,目标,1,0.6517118953512306,0.0,0.0,0.34828810464876936
政策,确保,红利不被独占,1,0.6517118953512306,0.0,0.0,0.34828810464876936
有人,带偏了,它,1,0.6517118953512306,0.0,0.0,0.34828810464876936
有人,用,AI,1,0.6517118953512306,0.0,0.0,0.34828810464876936
有人,踩坑,大价钱,1,0.6517118953512306,0.0,0.0,0.34828810464876936
生成式AI用户,达到,6亿多,1,0.6517118953512306,0.0,0.0,0.34828810464876936
人,怕了,状态,1,0.6513640239727442,0.0,0.0,0.3486359760272558
心,老了,状态,1,0.6513640239727442,0.0,0.0,0.3486359760272558
焦虑这事的人,像,焦虑无法使用智能手机的中年人,1,0.6513640239727442,0.0,0.0,0.3486359760272558
上火星,不在,符号系统,1,0.6513640239727436,0.0,0.0,0.3486359760272564
上火星,成为,欲望对象,1,0.6513640239727436,0.0,0.0,0.3486359760272564
评论者,焦虑,能努力实现的,1,0.6513640239727436,0.0,0.0,0.3486359760272564
地球,要毁灭,时间,1,0.6513640239727435,0.0,0.0,0.3486359760272565
大家,焦虑了,10万美金票价,1,0.6513640239727435,0.0,0.0,0.3486359760272565
大家,认了,1000万美金票价,1,0.6513640239727435,0.0,0.0,0.3486359760272565
评论者,懂得,越多,1,0.6513640239727435,0.0,0.0,0.3486359760272565
评论者,焦虑,移居火星,1,0.6513640239727435,0.0,0.0,0.3486359760272565
评论者,焦虑,越多,1,0.6513640239727435,0.0,0.0,0.3486359760272565
企业,享有,技术创新的权利,1,0.6508471978004495,0.0,0.0,0.34915280219955047
企业,安置,员工,1,0.6508471978004495,0.0,0.0,0.34915280219955047
企业,承担,社会责任,1,0.6508471978004495,0.0,0.0,0.34915280219955047
企业,转嫁,转型成本,1,0.6508471978004495,0.0,0.0,0.34915280219955047
公司,给,离职赔偿金,1,0.6508471978004495,0.0,0.0,0.34915280219955047
公司,解除,劳动合同,1,0.6508471978004495,0.0,0.0,0.34915280219955047
公司,转嫁,技术迭代风险,1,0.6508471978004495,0.0,0.0,0.34915280219955047
法律,保护,落后生产力,1,0.6508471978004495,0.0,0.0,0.34915280219955047
法律,保障,转型正义,1,0.6508471978004495,0.0,0.0,0.34915280219955047
评论者,猜了,十几个,1,0.6507210957740291,0.0,0.0,0.34927890422597085
评论者,跟豆包玩,猜历史人物,1,0.6507210957740291,0.0,0.0,0.34927890422597085
豆包,告诉,是司马相如,1,0.6507210957740291,0.0,0.0,0.34927890422597085
豆包,说,名字是两个字,1,0.6507210957740291,0.0,0.0,0.34927890422597085
AI,创造,新岗位,1,0.6505832103793127,0.0,0.0,0.34941678962068734
AI,取代,人力,1,0.6505832103793127,0.0,0.0,0.34941678962068734
AI,替代,创意和情感交流,1,0.6505832103793127,0.0,0.0,0.34941678962068734
优质博文,值得,点赞,1,0.6505832103793127,0.0,0.0,0.34941678962068734
工作,局限于,岗位,1,0.6505832103793127,0.0,0.0,0.34941678962068734
他,想弄,什么,1,0.6505441793454315,0.0,0.0,0.3494558206545685
他,有,实力,1,0.6505441793454315,0.0,0.0,0.3494558206545685
企业,有,有头脑的老板,1,0.6505441793454315,0.0,0.0,0.3494558206545685
火箭,在打转,地上,1,0.6505441793454315,0.0,0.0,0.3494558206545685
科技的脚步,很快速,发展,1,0.6505441793454315,0.0,0.0,0.3494558206545685
自大自强,没,啥意思,1,0.6505441793454315,0.0,0.0,0.3494558206545685
评论者,知道,这个,1,0.6505441793454315,0.0,0.0,0.3494558206545685
马斯克,夸大其词,言论,1,0.6505441793454315,0.0,0.0,0.3494558206545685
马斯克,憋,大招,1,0.6505441793454315,0.0,0.0,0.3494558206545685
马斯克,是,过于自信的表现,1,0.6505441793454315,0.0,0.0,0.3494558206545685
马斯克,有,自信,1,0.6505441793454315,0.0,0.0,0.3494558206545685
多元技能,像,多条腿走路,1,0.6499831413088872,0.0,0.0,0.35001685869111276
职场,需要,T型人才,1,0.6499831413088872,0.0,0.0,0.35001685869111276
评论者,看看,内容,1,0.6499831413088872,0.0,0.0,0.35001685869111276
马斯克,跨界整合,领域,1,0.6499831413088872,0.0,0.0,0.35001685869111276
它,强,程度,1,0.6497172126593241,0.0,0.0,0.35028278734067586
官方插件,升级,功能,1,0.649717212659324,0.0,0.0,0.35028278734067597
新插件,流畅,多了,1,0.649717212659324,0.0,0.0,0.35028278734067597
评论者,升级,插件,1,0.649717212659324,0.0,0.0,0.35028278734067597
评论者,升级,该工具,1,0.649717212659324,0.0,0.0,0.35028278734067597
评论者,去更新,软件,1,0.649717212659324,0.0,0.0,0.35028278734067597
该工具,好用,多了,1,0.649717212659324,0.0,0.0,0.35028278734067597
该工具,是,强大,1,0.649717212659324,0.0,0.0,0.35028278734067597
飞书体验,开挂,效果,1,0.649717212659324,0.0,0.0,0.35028278734067597
它,是,很强的,1,0.6497172126593239,0.0,0.0,0.3502827873406761
有需要的人,去看看,该内容,1,0.6497172126593239,0.0,0.0,0.3502827873406761
它,强,程度高,1,0.6497172126593238,0.0,0.0,0.3502827873406762
它,强大,很多,1,0.6497172126593238,0.0,0.0,0.3502827873406762
评论者,去试试,它,1,0.6497172126593238,0.0,0.0,0.3502827873406762
AI,代替,游戏原画行业,1,0.6494497663403078,0.0,0.0,0.3505502336596922
AI,死板,表现,1,0.6494497663403078,0.0,0.0,0.3505502336596922
ai,超越,人类,1,0.6494497663403078,0.0,0.0,0.3505502336596922
人类,替代,ai,1,0.6494497663403078,0.0,0.0,0.3505502336596922
我们,迈入,ai时代,1,0.6494497663403078,0.0,0.0,0.3505502336596922
评论者,蹭,免费帮助,1,0.6494497663403078,0.0,0.0,0.3505502336596922
Q,吃,西瓜,1,0.6485504934187125,0.0,0.0,0.3514495065812875
Q,是,大富大贵之人,1,0.6485504934187125,0.0,0.0,0.3514495065812875
Q,有,大耳垂,1,0.6485504934187125,0.0,0.0,0.3514495065812875
Q,聪明,程度,1,0.6485504934187125,0.0,0.0,0.3514495065812875
Q的脸,被咬了,蚊子,1,0.6485504934187125,0.0,0.0,0.3514495065812875
ai,发展,太好,1,0.6485504934187125,0.0,0.0,0.3514495065812875
ai,干,尖端工作,1,0.6485504934187125,0.0,0.0,0.3514495065812875
事情,遥远,时间,1,0.6485504934187125,0.0,0.0,0.3514495065812875
扫大街,留给,咱,1,0.6485504934187125,0.0,0.0,0.3514495065812875
评论者,爱吃,水果,1,0.6485504934187125,0.0,0.0,0.3514495065812875
评论者,看到,它,1,0.6485504934187125,0.0,0.0,0.3514495065812875
评论者,知道,呢,1,0.6485504934187125,0.0,0.0,0.3514495065812875
（他们）,不爱去,（学校）,1,0.6485504934187125,0.0,0.0,0.3514495065812875
（他们）,能上,学,1,0.6485504934187125,0.0,0.0,0.3514495065812875
AI,学,防热,1,0.6484437637057058,0.0,0.0,0.3515562362942942
AI,进步,快,1,0.6484437637057058,0.0,0.0,0.3515562362942942
人,奋斗跟上,步伐,1,0.6484437637057058,0.0,0.0,0.3515562362942942
生存竞争,激烈,环境,1,0.6484437637057058,0.0,0.0,0.3515562362942942
科技巨企,裁员,员工,1,0.6484437637057058,0.0,0.0,0.3515562362942942
AI,搞得,肉人不够用,1,0.6470139209021442,0.0,0.0,0.35298607909785584
AI,玩high,这些人,1,0.6470139209021442,0.0,0.0,0.35298607909785584
AI,生成,所有代码,1,0.6470139209021442,0.0,0.0,0.35298607909785584
AI,粉碎了,睡眠时间,1,0.6470139209021442,0.0,0.0,0.35298607909785584
人,说是,这样,1,0.6470139209021442,0.0,0.0,0.35298607909785584
你,完成,任务,1,0.6470139209021442,0.0,0.0,0.35298607909785584
大家,干,活,1,0.6470139209021442,0.0,0.0,0.35298607909785584
大家,背,锅,1,0.6470139209021442,0.0,0.0,0.35298607909785584
手机,粉碎了,下班时间,1,0.6470139209021442,0.0,0.0,0.35298607909785584
老板,增加,任务,1,0.6470139209021442,0.0,0.0,0.35298607909785584
老板,安排,任务,1,0.6470139209021442,0.0,0.0,0.35298607909785584
老板,看着,你到点儿能完成任务,1,0.6470139209021442,0.0,0.0,0.35298607909785584
评论者,使用,这玩意儿,1,0.6470139209021442,0.0,0.0,0.35298607909785584
评论者,坐办公室,时间,1,0.6470139209021442,0.0,0.0,0.35298607909785584
评论者,干,活,1,0.6470139209021442,0.0,0.0,0.35298607909785584
评论者,找到,熬夜做毕设的感觉,1,0.6470139209021442,0.0,0.0,0.35298607909785584
评论者,用来工作,下班时间,1,0.6470139209021442,0.0,0.0,0.35298607909785584
评论者,睡,11点多,1,0.6470139209021442,0.0,0.0,0.35298607909785584
评论者,睡,1点多,1,0.6470139209021442,0.0,0.0,0.35298607909785584
评论者,解,bug,1,0.6470139209021442,0.0,0.0,0.35298607909785584
这些人,乐在,其中,1,0.6470139209021442,0.0,0.0,0.35298607909785584
这些人,忘,时间,1,0.6470139209021442,0.0,0.0,0.35298607909785584
有人,亏得,一塌糊涂,1,0.6468471565572336,0.0,0.0,0.35315284344276643
有人,赚得,盆满钵满,1,0.6468471565572336,0.0,0.0,0.35315284344276643
厂商,提供,服务,1,0.6468471565572335,0.0,0.0,0.35315284344276654
国人,用,软件,1,0.6468471565572335,0.0,0.0,0.35315284344276654
外国人,用,软件,1,0.6468471565572335,0.0,0.0,0.35315284344276654
数字员工,是,吞金兽,1,0.6468471565572335,0.0,0.0,0.35315284344276654
普通人,防范,风险,1,0.6468471565572335,0.0,0.0,0.35315284344276654
第一批嘗鮮者,轉變為,受害者,1,0.6468471565572335,0.0,0.0,0.35315284344276654
评论者,养,数字员工,1,0.6468471565572335,0.0,0.0,0.35315284344276654
评论者,准备,电脑,1,0.6468471565572335,0.0,0.0,0.35315284344276654
评论者,备份,数据,1,0.6468471565572335,0.0,0.0,0.35315284344276654
评论者,有感觉,被坑,1,0.6468471565572335,0.0,0.0,0.35315284344276654
评论者,被坑,虾子,1,0.6468471565572335,0.0,0.0,0.35315284344276654
评论者,设置,信用额度上限,1,0.6468471565572335,0.0,0.0,0.35315284344276654
该服务,消耗,话费,1,0.6468471565572335,0.0,0.0,0.35315284344276654
账单,刺杀,评论者,1,0.6468471565572335,0.0,0.0,0.35315284344276654
这玩意,居心不良,这玩意,1,0.6468471565572335,0.0,0.0,0.35315284344276654
龙虾,看,剧,1,0.6468471565572335,0.0,0.0,0.35315284344276654
龙虾,调用,服务,1,0.6468471565572335,0.0,0.0,0.35315284344276654
debug,只有,gpt和其他,1,0.646706621934888,0.0,0.0,0.35329337806511196
我,喜欢用,grok,1,0.646706621934888,0.0,0.0,0.35329337806511196
评论者,尝试,AI新用法,1,0.646706621934888,0.0,0.0,0.35329337806511196
评论者,感谢,分享,1,0.646706621934888,0.0,0.0,0.35329337806511196
评论者,接,国内的广,1,0.646706621934888,0.0,0.0,0.35329337806511196
